congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
105,Senate,11044,11,0,DE,200,0,1,"ROTH, William Victor, Jr.",R000460,1921,2003.0,0.272,-0.39,-136.4003,0.749,473,62,,0.233,-0.405
105,Senate,14101,11,0,DE,100,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-150.62394,0.726,471,67,,-0.245,-0.064
105,Senate,15037,43,0,FL,200,0,1,"MACK, Connie, III",M000019,1940,,0.466,-0.321,-133.10027,0.758,480,64,,0.371,-0.401
105,Senate,15503,43,0,FL,100,0,1,"GRAHAM, Daniel Robert (Bob)",G000352,1936,,-0.231,-0.012,-160.14256,0.719,485,73,,-0.196,0.037
105,Senate,49301,44,0,GA,200,0,1,"COVERDELL, Paul",C000813,1939,2000.0,0.407,-0.003,-105.95475,0.801,478,38,,0.401,-0.023
105,Senate,49701,44,0,GA,100,0,1,"CLELAND, Joseph Maxwell (Max)",C001034,1942,,-0.22,0.302,-149.85077,0.735,486,66,,-0.271,0.412
105,Senate,4812,82,0,HI,100,0,1,"INOUYE, Daniel Ken",I000025,1924,2012.0,-0.319,0.062,-105.75414,0.783,432,39,,-0.321,0.362
105,Senate,14400,82,0,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273,-81.87709,0.838,462,33,,-0.402,0.13
105,Senate,14809,63,0,ID,200,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-90.27222,0.83,486,41,,0.452,0.17
105,Senate,49302,63,0,ID,200,0,1,"KEMPTHORNE, Dirk",K000088,1951,,0.46,0.155,-88.21724,0.833,482,42,,0.42,0.103
105,Senate,15021,21,0,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.351,-0.319,-91.16956,0.82799,483,38,,-0.422,-0.429
105,Senate,49303,21,0,IL,100,0,1,"MOSELEY BRAUN, Carol",M001025,1947,,-0.335,-0.504,-124.0558,0.768,470,56,,-0.3,-0.46
105,Senate,14506,22,0,IN,200,0,1,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-135.66246,0.756,486,58,,0.277,-0.458
105,Senate,14806,22,0,IN,200,0,1,"COATS, Daniel Ray",C000542,1943,,0.375,-0.227,-154.53063,0.719,469,72,,0.433,-0.652
105,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.065,-139.5386,0.75042,486,66,,0.349,-0.143
105,Senate,14230,31,0,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-107.8413,0.793,466,54,,-0.43,-0.584
105,Senate,14852,32,0,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.091,-112.19506,0.78883,473,50,,0.364,-0.064
105,Senate,29523,32,0,KS,200,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-97.39979,0.818,485,38,,0.505,-0.291
105,Senate,14302,51,0,KY,100,0,1,"FORD, Wendell Hampton",F000268,1924,2015.0,-0.277,0.705,-156.0969,0.723,482,67,,-0.279,0.932
105,Senate,14921,51,0,KY,200,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.001,-78.42298,0.85041,484,31,,0.448,0.203
105,Senate,13056,45,0,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-128.56254,0.766,483,52,,-0.157,0.74
105,Senate,49702,45,0,LA,100,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-127.80205,0.766,480,49,,-0.228,0.216
105,Senate,14661,2,0,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-151.66368,0.732,486,75,,0.096,-0.705
105,Senate,49703,2,0,ME,200,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.112,-0.542,-128.82898,0.76714,486,60,,0.132,-0.772
105,Senate,13039,52,0,MD,100,0,1,"SARBANES, Paul Spyros",S000064,1933,,-0.435,-0.221,-72.40612,0.861,484,28,,-0.456,0.017
105,Senate,14440,52,0,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-87.84435,0.827,461,30,,-0.348,-0.131
105,Senate,10808,3,0,MA,100,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009.0,-0.443,-0.49,-69.58448,0.863,472,27,,-0.487,-0.33
105,Senate,14920,3,0,MA,100,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-80.29896,0.847,483,34,,-0.365,-0.367
105,Senate,14709,23,0,MI,100,0,1,"LEVIN, Carl",L000261,1934,,-0.395,-0.116,-98.89174,0.813,479,42,,-0.378,-0.059
105,Senate,49500,23,0,MI,200,0,1,"ABRAHAM, Spencer",A000355,1952,,0.311,-0.266,-113.01782,0.793,486,44,,0.37,-0.272
105,Senate,29367,33,0,MN,200,0,1,"GRAMS, Rod",G000367,1948,2013.0,0.506,-0.195,-104.67262,0.804,481,47,,0.499,0.003
105,Senate,49101,33,0,MN,100,0,1,"WELLSTONE, Paul David",W000288,1944,2002.0,-0.583,-0.672,-86.31622,0.833,472,37,,-0.724,-0.673
105,Senate,14009,46,0,MS,200,0,1,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-115.35396,0.78833,485,58,,0.261,-0.083
105,Senate,14031,46,0,MS,200,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-73.05737,0.859,479,31,,0.408,0.034
105,Senate,15501,34,0,MO,200,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-129.9464,0.763,480,51,,0.281,-0.005
105,Senate,49501,34,0,MO,200,0,1,"ASHCROFT, John David",A000356,1942,,0.536,-0.181,-104.29091,0.807,485,44,,0.692,0.125
105,Senate,14203,64,0,MT,100,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-141.51338,0.74,470,68,,-0.2,0.089
105,Senate,15701,64,0,MT,200,0,1,"BURNS, Conrad",B001126,1935,2016.0,0.361,0.222,-86.9629,0.832,474,37,,0.385,0.278
105,Senate,15702,35,0,NE,100,0,1,"KERREY, J. Robert",K000146,1943,,-0.223,-0.055,-145.59485,0.739,482,64,,-0.242,-0.057
105,Senate,49704,35,0,NE,200,0,1,"HAGEL, Charles Timothy (Chuck)",H001028,1946,,0.344,-0.498,-118.57499,0.783,485,50,,0.359,-0.295
105,Senate,15054,65,0,NV,100,0,1,"REID, Harry",R000146,1939,,-0.276,0.258,-160.24771,0.717,481,79,,-0.248,0.324
105,Senate,15700,65,0,NV,100,0,1,"BRYAN, Richard H",B000993,1937,,-0.241,0.176,-151.38874,0.731,484,79,,-0.236,0.094
105,Senate,14826,4,0,NH,200,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,-121.83878,0.777,484,61,,0.412,-0.736
105,Senate,15116,4,0,NH,200,0,1,"SMITH, Robert C.",S000606,1941,,0.623,-0.468,-89.29385,0.831,483,36,,0.715,-0.194
105,Senate,14914,12,0,NJ,100,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013.0,-0.382,-0.579,-90.6326,0.83,486,36,,-0.391,-0.35
105,Senate,15071,12,0,NJ,100,0,1,"TORRICELLI, Robert Guy",T000317,1951,,-0.262,-0.118,-150.94879,0.731,481,68,,-0.28,-0.151
105,Senate,14103,66,0,NM,200,0,1,"DOMENICI, Pete Vichi",D000407,1932,,0.257,-0.247,-104.65755,0.801,471,38,,0.247,-0.144
105,Senate,14912,66,0,NM,100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-132.67731,0.752,466,61,,-0.286,0.093
105,Senate,14508,13,0,NY,100,0,1,"MOYNIHAN, Daniel Patrick",M001054,1927,2003.0,-0.301,-0.414,-187.38043,0.669,466,84,,-0.234,-0.065
105,Senate,14900,13,0,NY,200,0,1,"D'AMATO, Alfonse Marcello",D000018,1937,,0.182,-0.337,-200.27917,0.657,476,91,,0.116,-0.204
105,Senate,14105,47,0,NC,200,0,1,"HELMS, Jesse",H000463,1921,2008.0,0.631,0.776,-66.04322,0.857,429,24,,0.69,0.595
105,Senate,49304,47,0,NC,200,0,1,"FAIRCLOTH, Duncan McLauchlin (Lauch)",F000437,1928,,0.709,0.5,-112.3978,0.789,475,46,,0.672,0.741
105,Senate,14812,36,0,ND,100,0,1,"DORGAN, Byron Leslie",D000432,1942,,-0.267,0.09,-140.11665,0.747,480,62,,-0.346,0.673
105,Senate,15502,36,0,ND,100,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-112.22332,0.792,481,53,,-0.326,0.76
105,Senate,14304,24,0,OH,100,0,1,"GLENN, John Herschel, Jr.",G000236,1921,,-0.262,-0.067,-118.24979,0.756,423,46,,-0.351,-0.265
105,Senate,15020,24,0,OH,200,0,1,"DeWINE, Michael",D000294,1947,,0.289,-0.418,-131.42163,0.763,486,56,,0.278,-0.415
105,Senate,14908,53,0,OK,200,0,1,"NICKLES, Donald Lee",N000102,1948,,0.52,0.111,-87.30829,0.836,486,36,,0.569,-0.164
105,Senate,15424,53,0,OK,200,0,1,"INHOFE, James Mountain",I000024,1934,,0.556,0.045,-77.65292,0.8486,473,36,,0.675,0.1
105,Senate,14871,72,0,OR,100,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.328,-0.462,-146.59453,0.73541,477,65,,-0.287,-0.526
105,Senate,49705,72,0,OR,200,0,1,"SMITH, Gordon Harold",S001142,1952,,0.192,-0.21,-112.78969,0.792,483,42,,0.242,-0.215
105,Senate,14910,14,0,PA,200,0,1,"SPECTER, Arlen",S000709,1930,2012.0,0.068,-0.627,-189.0135,0.655,446,104,,-0.001,-0.68
105,Senate,29141,14,0,PA,200,0,1,"SANTORUM, Richard John (Rick)",S000059,1958,,0.338,-0.234,-131.83581,0.761,482,57,,0.355,-0.32
105,Senate,14500,5,0,RI,200,0,1,"CHAFEE, John Hubbard",C000269,1922,1999.0,0.084,-0.996,-145.99076,0.738,480,68,,0.08,-0.981
105,Senate,29142,5,0,RI,100,0,1,"REED, John F. (Jack)",R000122,1949,,-0.37,-0.189,-80.07424,0.84752,484,32,,-0.425,-0.065
105,Senate,9369,48,0,SC,200,0,1,"THURMOND, James Strom",T000254,1902,2003.0,0.391,0.227,-93.101,0.825,485,43,,0.407,0.177
105,Senate,11204,48,0,SC,100,0,1,"HOLLINGS, Ernest Frederick",H000725,1922,,-0.293,0.925,-183.90948,0.668,455,89,,-0.279,0.96
105,Senate,14617,37,0,SD,100,0,1,"DASCHLE, Thomas Andrew",D000064,1947,,-0.303,0.114,-94.43697,0.822,482,43,,-0.331,0.299
105,Senate,15425,37,0,SD,100,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,,-0.25,0.143,-139.06617,0.75,484,63,,-0.312,0.105
105,Senate,49502,54,0,TN,200,0,1,"FRIST, William H.",F000439,1952,,0.366,-0.222,-100.01202,0.814,485,42,,0.335,-0.272
105,Senate,49503,54,0,TN,200,0,1,"THOMPSON, Fred Dalton",T000457,1942,2015.0,0.403,-0.678,-148.68513,0.736,486,66,,0.423,-0.708
105,Senate,14628,49,0,TX,200,0,1,"GRAMM, William Philip (Phil)",G000365,1942,,0.551,-0.108,-94.61552,0.822,483,42,,0.597,-0.305
105,Senate,49306,49,0,TX,200,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,1943,,0.356,0.012,-116.67392,0.783,477,53,,0.388,0.013
105,Senate,14503,67,0,UT,200,0,1,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.004,-117.70098,0.78334,482,52,,0.285,0.004
105,Senate,49307,67,0,UT,200,0,1,"BENNETT, Robert",B000382,1933,2016.0,0.331,-0.11,-109.8259,0.791,469,46,,0.271,0.047
105,Senate,14240,6,0,VT,200,0,1,"JEFFORDS, James Merrill",J000072,1934,2014.0,0.014,-0.687,-177.646,0.689,477,82,,0.009,-0.807
105,Senate,14307,6,0,VT,100,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.361,-0.129,-131.10835,0.76142,481,65,,-0.309,-0.195
105,Senate,14712,40,0,VA,200,0,1,"WARNER, John William",W000154,1927,,0.262,-0.131,-130.86064,0.761,478,57,,0.299,-0.181
105,Senate,15705,40,0,VA,100,0,1,"ROBB, Charles Spittal",R000295,1939,,-0.2,-0.04,-192.39787,0.673,486,86,,-0.191,-0.103
105,Senate,14904,73,0,WA,200,0,1,"GORTON, Thomas Slade, III (Slade)",G000333,1928,,0.271,-0.652,-159.03272,0.72,485,71,,0.273,-0.371
105,Senate,49308,73,0,WA,100,0,1,"MURRAY, Patty",M001111,1950,,-0.351,-0.293,-104.19021,0.80704,486,47,,-0.332,-0.408
105,Senate,1366,56,0,WV,100,0,1,"BYRD, Robert Carlyle",B001210,1917,2010.0,-0.309,0.729,-234.24772,0.617,485,117,,-0.279,0.96
105,Senate,14922,56,0,WV,100,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-110.75344,0.787,462,51,,-0.306,-0.002
105,Senate,15703,25,0,WI,100,0,1,"KOHL, Herbert H.",K000305,1935,,-0.256,-0.406,-194.38915,0.67,486,86,,-0.275,-0.821
105,Senate,49309,25,0,WI,100,0,1,"FEINGOLD, Russell Dana",F000061,1953,,-0.308,-0.951,-211.26964,0.647,486,100,,-0.396,-0.918
105,Senate,15633,68,0,WY,200,0,1,"THOMAS, Craig Lyle",T000162,1933,2007.0,0.446,-0.128,-95.73644,0.821,484,40,,0.452,-0.225
105,Senate,49706,68,0,WY,200,0,1,"ENZI, Michael B.",E000285,1944,,0.545,0.196,-90.65803,0.82854,482,37,,0.491,0.042
